,index,N_EAN13,N_MARQUE,N_SAME_PRODUCT,N_GAMME,N_RECETTES,N_ORGANIC,N_FORMAT,N_WEIGHT_num,N_EMBALLAGE,N_COMPTE,N_STD/PROMO,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018,N_ITEM,N_NIELSEN_DESCRIPTION,N_INITIAL_INDEX,N_CATEGORY,N_COUNT
0,1542,3760052155536,AUT_MQ,AUT_MQ | SCE_CLAS | CITRON_VERT_PIMENT_DOUX | AUT_EMB | NON_BIO,SCE_CLAS,CITRON_VERT_PIMENT_DOUX,NON_BIO,PF,100,AUT_EMB,1CT,STD,35.1,1563.3000000000006,3760052155536,AUT_EMB_AUT_FAB_AUT_MQ_SCE_CLAS_PF_CITRON_VERT_PIMENT_DOUX_1CT_100G_*_NON_BIO,1542,AUT_SCE,1
307,1905,8015312776118,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,180,POT,1CT,STD,3449.8,0.0,8015312776118,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_180G_*_BIO,1905,SAUCES_POUR_FECULENTS,1
308,1906,3760014295164,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,180,POT,1CT,STD,1913.7,0.0,3760014295164,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_180G_*_BIO,1906,SAUCES_POUR_FECULENTS,1
309,1907,3760273430085,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,190,POT,1CT,STD,16759.799999999996,13758.500000000002,3760273430085,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_190G_*_BIO,1907,SAUCES_POUR_FECULENTS,1
310,1908,3700656403428,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,250,POT,1CT,STD,2709.9,9082.4,3700656403428,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_250G_*_BIO,1908,SAUCES_POUR_FECULENTS,1
311,1909,8022079000905,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,280,POT,1CT,STD,0.0,0.0,8022079000905,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_280G_*_BIO,1909,SAUCES_POUR_FECULENTS,1
312,1910,8021115290317,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,300,POT,1CT,STD,240.00000000000003,185.20000000000005,8021115290317,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_300G_*_BIO,1910,SAUCES_POUR_FECULENTS,1
313,1911,3760019700809,AUT_MQ,AUT_MQ | BIO | ARRABIATA | POT | BIO,BIO,ARRABIATA,BIO,PF,300,POT,1CT,STD,5399.7,7788.599999999998,3760019700809,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ARRABIATA_1CT_300G_*_BIO,1911,SAUCES_POUR_FECULENTS,1
314,1912,3760273430382,AUT_MQ,AUT_MQ | BIO | ASPERGES_&_PARMESAN | POT | BIO,BIO,ASPERGES_&_PARMESAN,BIO,PF,130,POT,1CT,STD,28035.0,24062.4,3760273430382,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ASPERGES_&_PARMESAN_1CT_130G_*_BIO,1912,SAUCES_POUR_FECULENTS,1
315,1913,3760273430115,AUT_MQ,AUT_MQ | BIO | AUBER_POIV | POT | BIO,BIO,AUBER_POIV,BIO,PF,190,POT,1CT,STD,14655.7,12196.8,3760273430115,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_AUBER_POIV_1CT_190G_*_BIO,1913,SAUCES_POUR_FECULENTS,1
316,1914,3760014295171,AUT_MQ,AUT_MQ | BIO | AUBERGINE | POT | BIO,BIO,AUBERGINE,BIO,PF,180,POT,1CT,STD,5634.999999999999,1914.2000000000005,3760014295171,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_AUBERGINE_1CT_180G_*_BIO,1914,SAUCES_POUR_FECULENTS,1
317,1915,8021115290287,AUT_MQ,AUT_MQ | BIO | AUBERGINE | POT | BIO,BIO,AUBERGINE,BIO,PF,300,POT,1CT,STD,86.69999999999996,36.1,8021115290287,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_AUBERGINE_1CT_300G_*_BIO,1915,SAUCES_POUR_FECULENTS,1
318,1916,3760273430443,AUT_MQ,AUT_MQ | BIO | AUBERGINES_&_PARMESAN_&_BASILI | POT | BIO,BIO,AUBERGINES_&_PARMESAN_&_BASILI,BIO,PF,130,POT,1CT,STD,12478.2,0.0,3760273430443,POT_AUT_FAB_AUT_MQ_BIO_PF_AUBERGINES_&_PARMESAN_&_BASILI_1CT_130G_*_BIO,1916,SAUCES_POUR_FECULENTS,1
319,1917,3271514160048,AUT_MQ,AUT_MQ | BIO | BASIL_H_OLIVE | POT | BIO,BIO,BASIL_H_OLIVE,BIO,PF,240,POT,1CT,STD,39977.4,37542.9,3271514160048,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASIL_H_OLIVE_1CT_240G_*_BIO,1917,SAUCES_POUR_FECULENTS,1
320,1918,3760014295157,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,180,POT,1CT,STD,4748.200000000002,0.0,3760014295157,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_180G_*_BIO,1918,SAUCES_POUR_FECULENTS,1
321,1919,3337730903538,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,190,POT,1CT,STD,14396.2,11492.5,3337730903538,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_190G_*_BIO,1919,SAUCES_POUR_FECULENTS,1
322,1920,3760273430092,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,190,POT,1CT,STD,24463.3,17304.699999999993,3760273430092,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_190G_*_BIO,1920,SAUCES_POUR_FECULENTS,1
323,1921,3299430063670,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,195,POT,1CT,STD,86.6,52.39999999999999,3299430063670,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_195G_*_BIO,1921,SAUCES_POUR_FECULENTS,1
324,1922,3760020501426,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,200,POT,1CT,STD,0.0,3.3,3760020501426,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_200G_*_BIO,1922,SAUCES_POUR_FECULENTS,1
325,1923,8022079000202,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,280,POT,1CT,STD,0.0,0.0,8022079000202,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_280G_*_BIO,1923,SAUCES_POUR_FECULENTS,1
326,1924,8021115290270,AUT_MQ,AUT_MQ | BIO | BASILIC | POT | BIO,BIO,BASILIC,BIO,PF,300,POT,1CT,STD,82.9,13.4,8021115290270,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BASILIC_1CT_300G_*_BIO,1924,SAUCES_POUR_FECULENTS,1
327,1925,3450120012198,AUT_MQ,AUT_MQ | BIO | BOLOGNAISE | POT | BIO,BIO,BOLOGNAISE,BIO,PF,235,POT,1CT,STD,3516.6000000000013,0.0,3450120012198,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BOLOGNAISE_1CT_235G_*_BIO,1925,SAUCES_POUR_FECULENTS,1
328,1926,3760019716541,AUT_MQ,AUT_MQ | BIO | BOLOGNAISE_&_HUILE_D'OLIVE_EXT | POT | BIO,BIO,BOLOGNAISE_&_HUILE_D'OLIVE_EXT,BIO,PF,300,POT,1CT,STD,4775.9,6027.200000000003,3760019716541,POT_AUT_FAB_AUT_MQ_BIO_PF_BOLOGNAISE_&_HUILE_D'OLIVE_EXT_1CT_300G_*_BIO,1926,SAUCES_POUR_FECULENTS,1
329,1927,3337730909042,AUT_MQ,AUT_MQ | BIO | BOLOGNAISE_AU_SOJA | POT | BIO,BIO,BOLOGNAISE_AU_SOJA,BIO,PF,190,POT,1CT,STD,6700.1,0.0,3337730909042,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BOLOGNAISE_AU_SOJA_1CT_190G_*_BIO,1927,SAUCES_POUR_FECULENTS,1
330,1928,3760014295027,AUT_MQ,AUT_MQ | BIO | BRUSCHETTA | POT | BIO,BIO,BRUSCHETTA,BIO,PF,130,POT,1CT,STD,8308.9,2695.6,3760014295027,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_BRUSCHETTA_1CT_130G_*_BIO,1928,SAUCES_POUR_FECULENTS,1
331,1929,3760273430429,AUT_MQ,AUT_MQ | BIO | CAVIAR_D'AUBERGINES | POT | BIO,BIO,CAVIAR_D'AUBERGINES,BIO,PF,130,POT,1CT,STD,7537.900000000002,0.0,3760273430429,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_CAVIAR_D'AUBERGINES_1CT_130G_*_BIO,1929,SAUCES_POUR_FECULENTS,1
332,1930,8021115290294,AUT_MQ,AUT_MQ | BIO | CEPES | POT | BIO,BIO,CEPES,BIO,PF,300,POT,1CT,STD,169.60000000000005,161.6,8021115290294,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_CEPES_1CT_300G_*_BIO,1930,SAUCES_POUR_FECULENTS,1
333,1931,8021115290324,AUT_MQ,AUT_MQ | BIO | COURGETTE | POT | BIO,BIO,COURGETTE,BIO,PF,300,POT,1CT,STD,235.9,205.8,8021115290324,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_COURGETTE_1CT_300G_*_BIO,1931,SAUCES_POUR_FECULENTS,1
334,1932,3760014295003,AUT_MQ,AUT_MQ | BIO | GENOVESE_BIO | POT | BIO,BIO,GENOVESE_BIO,BIO,PF,120,POT,1CT,STD,7246.599999999998,4290.0999999999985,3760014295003,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_GENOVESE_BIO_1CT_120G_*_BIO,1932,SAUCES_POUR_FECULENTS,1
335,1933,8015312774107,AUT_MQ,AUT_MQ | BIO | GENOVESE_BIO | POT | BIO,BIO,GENOVESE_BIO,BIO,PF,130,POT,1CT,STD,6180.9,0.0,8015312774107,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_GENOVESE_BIO_1CT_130G_*_BIO,1933,SAUCES_POUR_FECULENTS,1
336,1934,3700656403411,AUT_MQ,AUT_MQ | BIO | LEGUMES_A_LA_SICILIENNE | POT | BIO,BIO,LEGUMES_A_LA_SICILIENNE,BIO,PF,250,POT,1CT,STD,930.8,12958.3,3700656403411,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_LEGUMES_A_LA_SICILIENNE_1CT_250G_*_BIO,1934,SAUCES_POUR_FECULENTS,1
337,1935,3700656403206,AUT_MQ,AUT_MQ | BIO | NOIX_DE_COCO_ANANAS | POT | BIO,BIO,NOIX_DE_COCO_ANANAS,BIO,PF,190,POT,1CT,STD,0.0,0.0,3700656403206,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_NOIX_DE_COCO_ANANAS_1CT_190G_*_BIO,1935,SAUCES_POUR_FECULENTS,1
338,1936,3760273430436,AUT_MQ,AUT_MQ | BIO | OLIVES_&_RICOTTA | POT | BIO,BIO,OLIVES_&_RICOTTA,BIO,PF,130,POT,1CT,STD,6762.2,0.0,3760273430436,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_OLIVES_&_RICOTTA_1CT_130G_*_BIO,1936,SAUCES_POUR_FECULENTS,1
339,1937,3700656403237,AUT_MQ,AUT_MQ | BIO | ONCTUEUSE_AU_SOJA | POT | BIO,BIO,ONCTUEUSE_AU_SOJA,BIO,PF,190,POT,1CT,STD,0.0,0.0,3700656403237,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ONCTUEUSE_AU_SOJA_1CT_190G_*_BIO,1937,SAUCES_POUR_FECULENTS,1
340,1938,3700656403190,AUT_MQ,AUT_MQ | BIO | ORANGE_CELERI_GINGEMBRE | POT | BIO,BIO,ORANGE_CELERI_GINGEMBRE,BIO,PF,190,POT,1CT,STD,0.0,4771.2,3700656403190,POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ORANGE_CELERI_GINGEMBRE_1CT_190G_*_BIO,1938,SAUCES_POUR_FECULENTS,1
341,1939,3299160000471,AUT_MQ,AUT_MQ | BIO | PESTO_OLIV | POT | BIO,BIO,PESTO_OLIV,BIO,PF,120,POT,1CT,STD,7529.6,6986.499999999999,3299160000471,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_OLIV_1CT_120G_*_BIO,1939,SAUCES_POUR_FECULENTS,1
342,1940,3760014295010,AUT_MQ,AUT_MQ | BIO | PESTO_RGE | POT | BIO,BIO,PESTO_RGE,BIO,PF,120,POT,1CT,STD,7894.200000000003,2273.0,3760014295010,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_RGE_1CT_120G_*_BIO,1940,SAUCES_POUR_FECULENTS,1
343,1941,3760273430078,AUT_MQ,AUT_MQ | BIO | PESTO_RGE | POT | BIO,BIO,PESTO_RGE,BIO,PF,150,POT,1CT,STD,28569.8,26293.0,3760273430078,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_RGE_1CT_150G_*_BIO,1941,SAUCES_POUR_FECULENTS,1
344,1942,3299160000495,AUT_MQ,AUT_MQ | BIO | PESTO_TOM | POT | BIO,BIO,PESTO_TOM,BIO,PF,120,POT,1CT,STD,10815.1,9050.5,3299160000495,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_TOM_1CT_120G_*_BIO,1942,SAUCES_POUR_FECULENTS,1
345,1943,80761334,AUT_MQ,AUT_MQ | BIO | PESTO_VERD | POT | BIO,BIO,PESTO_VERD,BIO,PF,130,POT,1CT,STD,6710.900000000002,4393.4,0000080761334,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_VERD_1CT_130G_*_BIO,1943,SAUCES_POUR_FECULENTS,1
346,1944,3338310220137,AUT_MQ,AUT_MQ | BIO | PESTO_VERD | POT | BIO,BIO,PESTO_VERD,BIO,PF,130,POT,1CT,STD,678.9,12608.6,3338310220137,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_VERD_1CT_130G_*_BIO,1944,SAUCES_POUR_FECULENTS,1
347,1945,3760273430061,AUT_MQ,AUT_MQ | BIO | PESTO_VERD | POT | BIO,BIO,PESTO_VERD,BIO,PF,150,POT,1CT,STD,44998.4,37737.2,3760273430061,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_VERD_1CT_150G_*_BIO,1945,SAUCES_POUR_FECULENTS,1
348,1946,8030776000074,AUT_MQ,AUT_MQ | BIO | PESTO_VERD | POT | BIO,BIO,PESTO_VERD,BIO,PF,180,POT,1CT,STD,282.7,306.2999999999999,8030776000074,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PESTO_VERD_1CT_180G_*_BIO,1946,SAUCES_POUR_FECULENTS,1
349,1947,3338310220120,AUT_MQ,AUT_MQ | BIO | PIGNONS_DE_PAIN | POT | BIO,BIO,PIGNONS_DE_PAIN,BIO,PF,130,POT,1CT,STD,1094.2,9428.8,3338310220120,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PIGNONS_DE_PAIN_1CT_130G_*_BIO,1947,SAUCES_POUR_FECULENTS,1
350,1948,3338310220113,AUT_MQ,AUT_MQ | BIO | PIMENT | POT | BIO,BIO,PIMENT,BIO,PF,130,POT,1CT,STD,1326.6,8908.2,3338310220113,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PIMENT_1CT_130G_*_BIO,1948,SAUCES_POUR_FECULENTS,1
351,1949,3337730909059,AUT_MQ,AUT_MQ | BIO | PROVENCALE | POT | BIO,BIO,PROVENCALE,BIO,PF,190,POT,1CT,STD,12804.6,8120.1,3337730909059,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PROVENCALE_1CT_190G_*_BIO,1949,SAUCES_POUR_FECULENTS,1
352,1950,3299430063571,AUT_MQ,AUT_MQ | BIO | PROVENCALE | POT | BIO,BIO,PROVENCALE,BIO,PF,195,POT,1CT,STD,49.6,70.7,3299430063571,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PROVENCALE_1CT_195G_*_BIO,1950,SAUCES_POUR_FECULENTS,1
353,1951,3176800031302,AUT_MQ,AUT_MQ | BIO | PROVENCALE | POT | BIO,BIO,PROVENCALE,BIO,PF,200,POT,1CT,STD,59.3,56.2,3176800031302,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PROVENCALE_1CT_200G_*_BIO,1951,SAUCES_POUR_FECULENTS,1
354,1952,8021115290300,AUT_MQ,AUT_MQ | BIO | PUTTANESCA | POT | BIO,BIO,PUTTANESCA,BIO,PF,300,POT,1CT,STD,62.2,125.2,8021115290300,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_PUTTANESCA_1CT_300G_*_BIO,1952,SAUCES_POUR_FECULENTS,1
355,1953,3760273430108,AUT_MQ,AUT_MQ | BIO | RICOTTA_&_BASILIC | POT | BIO,BIO,RICOTTA_&_BASILIC,BIO,PF,190,POT,1CT,STD,14063.1,11973.3,3760273430108,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_RICOTTA_&_BASILIC_1CT_190G_*_BIO,1953,SAUCES_POUR_FECULENTS,1
356,1954,3269710112763,AUT_MQ,AUT_MQ | BIO | ROUGAIL_MARMITE | POT | BIO,BIO,ROUGAIL_MARMITE,BIO,PF,180,POT,1CT,STD,27551.6,8787.0,3269710112763,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_ROUGAIL_MARMITE_1CT_180G_*_BIO,1954,SAUCES_POUR_FECULENTS,1
357,1955,3269710112787,AUT_MQ,AUT_MQ | BIO | SALSA | POT | BIO,BIO,SALSA,BIO,PF,170,POT,1CT,STD,6268.400000000002,2946.3,3269710112787,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_SALSA_1CT_170G_*_BIO,1955,SAUCES_POUR_FECULENTS,1
358,1956,3271514167023,AUT_MQ,AUT_MQ | BIO | THYM | POT | BIO,BIO,THYM,BIO,PF,110,POT,1CT,STD,95639.8,106965.0,3271514167023,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_THYM_1CT_110G_*_BIO,1956,SAUCES_POUR_FECULENTS,1
359,1957,3271514160055,AUT_MQ,AUT_MQ | BIO | THYM | POT | BIO,BIO,THYM,BIO,PF,240,POT,1CT,STD,40957.0,36336.9,3271514160055,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_THYM_1CT_240G_*_BIO,1957,SAUCES_POUR_FECULENTS,1
360,1958,8410095000809,AUT_MQ,AUT_MQ | BIO | TOMATE_FRITE | POT | BIO,BIO,TOMATE_FRITE,BIO,PF,300,POT,1CT,STD,6831.300000000001,5767.6,8410095000809,SAUCES_POUR_FECULENTS_POT_AUT_FAB_AUT_MQ_BIO_PF_TOMATE_FRITE_1CT_300G_*_BIO,1958,SAUCES_POUR_FECULENTS,1
361,1959,3760059788003,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOG_BOEUF | POT | NON_BIO,BOLO_CLASSIQUE,BOLOG_BOEUF,NON_BIO,MF,400,POT,1CT,STD,11675.1,0.0,3760059788003,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOG_BOEUF_1CT_400G_*_NON_BIO,1959,SAUCES_POUR_FECULENTS,1
362,1960,4008164001655,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOG_BOEUF | POT | NON_BIO,BOLO_CLASSIQUE,BOLOG_BOEUF,NON_BIO,MF,420,POT,2CT,STD,9.5,0.0,4008164001655,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOG_BOEUF_2CT_420G_*_NON_BIO,1960,SAUCES_POUR_FECULENTS,1
363,1961,8003395011059,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,0.0,0.7,8003395011059,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1961,SAUCES_POUR_FECULENTS,1
364,1962,8005360002277,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,51825.80000000001,46797.7,8005360002277,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1962,SAUCES_POUR_FECULENTS,1
365,1963,8014388281045,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,1.7,0.0,8014388281045,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1963,SAUCES_POUR_FECULENTS,1
366,1964,8032551443472,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,2.2,53.40000000000001,8032551443472,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1964,SAUCES_POUR_FECULENTS,1
367,1965,3760113311321,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,0.0,350.20000000000016,3760113311321,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1965,SAUCES_POUR_FECULENTS,1
368,1966,3272970350066,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,5738.7,4844.499999999999,3272970350066,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1966,SAUCES_POUR_FECULENTS,1
369,1967,3700952000918,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,350,POT,1CT,STD,23841.4,17662.9,3700952000918,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_350G_*_NON_BIO,1967,SAUCES_POUR_FECULENTS,1
370,1968,5412723022019,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,355,POT,1CT,STD,0.0,0.0,5412723022019,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_355G_*_NON_BIO,1968,SAUCES_POUR_FECULENTS,1
371,1969,5413171917049,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,355,POT,1CT,STD,0.0,0.0,5413171917049,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_355G_*_NON_BIO,1969,SAUCES_POUR_FECULENTS,1
372,1970,3142952737218,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,370,POT,1CT,STD,346.4,236.7,3142952737218,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_370G_*_NON_BIO,1970,SAUCES_POUR_FECULENTS,1
373,1971,3439495007336,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,400,POT,1CT,STD,11.5,0.0,3439495007336,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_400G_*_NON_BIO,1971,SAUCES_POUR_FECULENTS,1
374,1972,3700141400246,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,420,POT,1CT,STD,6756.5,12140.8,3700141400246,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_420G_*_NON_BIO,1972,SAUCES_POUR_FECULENTS,1
375,1973,3263450119396,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,420,POT,1CT,STD,285.2000000000001,134.4,3263450119396,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_420G_*_NON_BIO,1973,SAUCES_POUR_FECULENTS,1
376,1974,5412465666335,AUT_MQ,AUT_MQ | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,BOLO_CLASSIQUE,BOLOGNAISE,NON_BIO,MF,420,POT,1CT,STD,0.0,4.0,5412465666335,FECULENTS_POT_AUT_FAB_AUT_MQ_BOLO_CLASSIQUE_MF_BOLOGNAISE_1CT_420G_*_NON_BIO,1974,SAUCES_POUR_FECULENTS,1
