,CATEGORY,MKT_SEGMENT,KPI,EAN13_num,MARQUE,RECETTES,ORGANIC,WEIGHT_num,EMBALLAGE,GAMME,FORMAT,COMPTE,STD/PROMO,ITEM,CAM AN-1,DERNIER CAM,4 S 28/01/18,4 S 25/02/18,4 S 25/03/18,4 S 22/04/18,4 S 20/05/18,4 S 17/06/18,4 S 15/07/18,4 S 12/08/18,4 S 09/09/18,4 S 07/10/18,4 S 04/11/18,4 S 02/12/18,4 S 30/12/18,4 S 27/01/19,4 S 24/02/19,4 S 24/03/19,4 S 21/04/19,4 S 19/05/19,4 S 16/06/19,4 S 14/07/19,4 S 11/08/19,4 S 08/09/19,4 S 06/10/19,4 S 03/11/19,4 S 01/12/19,4 S 29/12/19,EAN13,WEIGHT,NIELSEN_DESCRIPTION,INITIAL_INDEX
19502,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001250079190,DE CECCO,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,8001250079190,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001250079190.0,200.0,POUR FECULENTS POT AUT FAB DE CECCO PESTO PF PESTO VERD 1CT 200G * NON BIO,20943
19528,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077534828,FLORELLI,LE PESTO ALLA CALABRESE POIVRO,0,190,POT,PESTO,PF,1CT,STD,3760077534828,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077534828.0,190.0,POT AUT FAB FLORELLI PESTO PF LE PESTO ALLA CALABRESE POIVRO 1CT 190G * NON BIO,20970
19529,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077534835,FLORELLI,LE PESTO ALLA CALABRESE TOMATE,0,190,POT,PESTO,PF,1CT,STD,3760077534835,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077534835.0,190.0,POT AUT FAB FLORELLI PESTO PF LE PESTO ALLA CALABRESE TOMATE 1CT 190G * NON BIO,20971
19530,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077532138,FLORELLI,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3760077532138,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077532138.0,190.0,SAUCES POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO RGE 1CT 190G * NON BIO,20972
19531,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077535573,FLORELLI,PESTO RGE,0,200,POT,PESTO,PF,1CT,STD,3760077535573,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077535573.0,200.0,SAUCES POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO RGE 1CT 200G * NON BIO,20973
19532,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077534866,FLORELLI,PESTO ROQUETTE & NOIX,0,190,POT,PESTO,PF,1CT,STD,3760077534866,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077534866.0,190.0,FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO ROQUETTE & NOIX 1CT 190G * NON BIO,20974
19533,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077530783,FLORELLI,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3760077530783,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077530783.0,190.0,POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO VERD 1CT 190G * NON BIO,20975
19534,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760077535535,FLORELLI,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,3760077535535,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760077535535.0,200.0,POUR FECULENTS POT AUT FAB FLORELLI PESTO PF PESTO VERD 1CT 200G * NON BIO,20976
19579,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8715700115337,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,1CT,STD,8715700115337,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8715700115337.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 1CT 490G * NON BIO,21022
19580,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3660603080815,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,1CT,STD,3660603080815,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3660603080815.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 1CT 490G * NON BIO,21023
19581,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3660603080365,HEINZ,PESTO RGE,0,490,POT,PESTO,MF,2CT,STD,3660603080365,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3660603080365.0,490.0,SAUCES POUR FECULENTS POT HEINZ PESTO MF PESTO RGE 2CT 490G * NON BIO,21024
19598,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3760253400008,ITALIANS DO IT BETTER,PARMIGIANO REGGIANO & PESTO BA,0,135,POT,PESTO,PF,1CT,STD,3760253400008,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3760253400008.0,135.0,ITALIANS DO IT BETTER PESTO PF PARMIGIANO REGGIANO & PESTO BA 1CT 135G * NON BIO,21042
19651,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3142952371016,LOUIS MARTIN,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3142952371016,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3142952371016.0,190.0,POUR FECULENTS POT AUT FAB LOUIS MARTIN PESTO PF PESTO RGE 1CT 190G * NON BIO,21098
19652,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3142952370019,LOUIS MARTIN,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3142952370019,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3142952370019.0,190.0,POUR FECULENTS POT AUT FAB LOUIS MARTIN PESTO PF PESTO VERD 1CT 190G * NON BIO,21099
19683,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3272970190020,MQ FAB 1 PRX,PESTO BLC,0,190,POT,PESTO,PF,1CT,STD,3272970190020,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3272970190020.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO BLC 1CT 190G * NON BIO,21134
19684,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3272970190013,MQ FAB 1 PRX,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,3272970190013,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3272970190013.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO RGE 1CT 190G * NON BIO,21135
19685,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3272970190006,MQ FAB 1 PRX,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,3272970190006,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3272970190006.0,190.0,POUR FECULENTS POT AUT FAB MQ FAB 1 PRX PESTO PF PESTO VERD 1CT 190G * NON BIO,21136
19835,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038354199702,PANZANI,PESTO DOUX TOMATES,0,200,POT,PESTO,PF,1CT,STD,3038354199702,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038354199702.0,200.0,FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO DOUX TOMATES 1CT 200G * NON BIO,21289
19836,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038354179506,PANZANI,PESTO POIV,0,190,POT,PESTO,PF,1CT,STD,3038354179506,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3038354179506.0,190.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO POIV 1CT 190G * NON BIO,21290
19837,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038359005572,PANZANI,PESTO RGE,0,200,POT,PESTO,PF,1CT,STD,3038359005572,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3038359005572.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO RGE 1CT 200G * NON BIO,21291
19838,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038359002021,PANZANI,PESTO RGE,0,200,POT,PESTO,PF,2CT,STD,3038359002021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359002021.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO RGE 2CT 200G * NON BIO,21292
19839,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3602820047455,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,12CT,STD,3602820047455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3602820047455.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 12CT 200G * NON BIO,21293
19840,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038354199603,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,1CT,STD,3038354199603,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3038354199603.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 1CT 200G * NON BIO,21294
19841,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038359002014,PANZANI,PESTO VERD,0,200,POT,PESTO,PF,2CT,PROMO,3038359002014,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3038359002014.0,200.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PESTO VERD 2CT 200G * NON BIO,21295
19842,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038359003233,PANZANI,PIGNONS ENTIER,0,190,POT,PESTO,PF,1CT,STD,3038359003233,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3038359003233.0,190.0,POUR FECULENTS POT PANZANI SA PANZANI PESTO PF PIGNONS ENTIER 1CT 190G * NON BIO,21296
19843,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3038359003226,PANZANI,RICOTTA,0,190,POT,PESTO,PF,1CT,STD,3038359003226,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,3038359003226.0,190.0,SAUCES POUR FECULENTS POT PANZANI SA PANZANI PESTO PF RICOTTA 1CT 190G * NON BIO,21297
19862,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001310161056,POLLI,PEST SICIL,0,190,POT,PESTO,PF,1CT,STD,8001310161056,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001310161056.0,190.0,SAUCES POUR FECULENTS POT AUT FAB POLLI PESTO PF PEST SICIL 1CT 190G * NON BIO,21317
19863,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001310100512,POLLI,PESTO ALLA CALABRESE,0,190,POT,PESTO,PF,1CT,STD,8001310100512,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001310100512.0,190.0,FECULENTS POT AUT FAB POLLI PESTO PF PESTO ALLA CALABRESE 1CT 190G * NON BIO,21318
19864,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,80482420,POLLI,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,0000080482420,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,80482420.0,190.0,SAUCES POUR FECULENTS POT AUT FAB POLLI PESTO PF PESTO VERD 1CT 190G * NON BIO,21319
19871,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,3660861901488,RIVOIRE & CARRET,PESTO VERT,0,190,POT,PESTO,PF,1CT,STD,3660861901488,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3660861901488.0,190.0,FECULENTS POT PASTACORP RIVOIRE & CARRET PESTO PF PESTO VERT 1CT 190G * NON BIO,21327
19876,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8008343279956,RUMMO,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,8008343279956,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8008343279956.0,190.0,SAUCES POUR FECULENTS POT AUT FAB RUMMO PESTO PF PESTO RGE 1CT 190G * NON BIO,21333
19877,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8008343279963,RUMMO,PESTO VERD,0,185,POT,PESTO,PF,1CT,STD,8008343279963,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8008343279963.0,185.0,SAUCES POUR FECULENTS POT AUT FAB RUMMO PESTO PF PESTO VERD 1CT 185G * NON BIO,21334
19954,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060029170,SACLA,PEST ARTIC,0,470,POT,PESTO,MF,1CT,STD,8001060029170,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060029170.0,470.0,SAUCES POUR FECULENTS POT SACLA PESTO MF PEST ARTIC 1CT 470G * NON BIO,21412
19955,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060019959,SACLA,PESTO TRUFFE NR,0,190,POT,PESTO,MF,1CT,STD,8001060019959,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060019959.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO MF PESTO TRUFFE NR 1CT 190G * NON BIO,21413
19956,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060013346,SACLA,PESTO AIL OURS,0,190,POT,PESTO,PF,1CT,STD,8001060013346,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060013346.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO AIL OURS 1CT 190G * NON BIO,21414
19957,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060032996,SACLA,PESTO BASILIC & TOFU & CHANVRE,1,190,POT,PESTO,PF,1CT,STD,8001060032996,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060032996.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO BASILIC & TOFU & CHANVRE 1CT 190G * BIO,21415
19958,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060021860,SACLA,PESTO DES ANGES,0,190,POT,PESTO,PF,1CT,STD,8001060021860,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060021860.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO DES ANGES 1CT 190G * NON BIO,21416
19959,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060019942,SACLA,PESTO ENFER,0,190,POT,PESTO,PF,1CT,STD,8001060019942,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060019942.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO ENFER 1CT 190G * NON BIO,21417
19960,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060013315,SACLA,PESTO RGE,-1,0,POT,PESTO,PF,1CT,PROMO,8001060013315,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060013315.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO RGE 1CT 290G +100 NON BIO,21418
19961,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060000261,SACLA,PESTO RGE,0,190,POT,PESTO,PF,1CT,STD,8001060000261,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060000261.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO RGE 1CT 190G * NON BIO,21419
19962,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060033009,SACLA,PESTO ROSSO & GINGEMBRE CONFIT,1,190,POT,PESTO,PF,1CT,STD,8001060033009,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060033009.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO ROSSO & GINGEMBRE CONFIT 1CT 190G * BIO,21420
19963,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060033016,SACLA,PESTO ROSSO PECORINO ROMANO &,0,190,POT,PESTO,PF,1CT,STD,8001060033016,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060033016.0,190.0,FECULENTS POT SACLA PESTO PF PESTO ROSSO PECORINO ROMANO & 1CT 190G * NON BIO,21421
19964,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060032781,SACLA,PESTO ROSSO TOFU & BAIES DE GO,1,190,POT,PESTO,PF,1CT,STD,8001060032781,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060032781.0,190.0,POUR FECULENTS POT SACLA PESTO PF PESTO ROSSO TOFU & BAIES DE GO 1CT 190G * BIO,21422
19965,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060033245,SACLA,PESTO VEGETARIEN,0,190,POT,PESTO,PF,1CT,STD,8001060033245,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8001060033245.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VEGETARIEN 1CT 190G * NON BIO,21423
19966,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060024564,SACLA,PESTO VERD,-1,0,POT,PESTO,PF,1CT,PROMO,8001060024564,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,8001060024564.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 240G %25 NON BIO,21424
19967,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060013308,SACLA,PESTO VERD,-1,0,POT,PESTO,PF,1CT,PROMO,8001060013308,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060013308.0,,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 290G %50 NON BIO,21425
19968,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060375109,SACLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8001060375109,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060375109.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 190G * NON BIO,21426
19969,SAUCES POUR FECULENTS,HMSM + PROXI + DRIVE + SDMP,Nb moy de Réfs,8001060034785,SACLA,PESTO VERD,0,190,POT,PESTO,PF,1CT,STD,8001060034785,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8001060034785.0,190.0,SAUCES POUR FECULENTS POT SACLA PESTO PF PESTO VERD 1CT 190G * NON BIO,21427
