N_SAME_PRODUCT,N_COUNT,O_COUNT,MISSING_COUNT,N_Ventes_Valeur_2019,N_Ventes_Valeur_2018
AUT_MQ | LEGUMES | ARTICHAUTS_RICOTTA | POT | NON_BIO,1,1.0,0,4159.8,5120.0999999999985
FLORELLI | LEGUMES | LEG_GRILLE | POT | NON_BIO,1,1.0,0,4157.8,11328.3
CASERTA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,1,0.0,1,4119.5999999999985,3520.300000000001
AUT_MQ | LEGUMES | COURGETTES_&_PARMESAN_AOP | POT | NON_BIO,1,1.0,0,3991.0,11006.200000000004
AUT_MQ | SCE_CLAS | BIFANA | POT | NON_BIO,1,1.0,0,3939.4,2975.9000000000005
AUT_MQ | AUTRE_GAMME | CARRI | POT | NON_BIO,1,1.0,0,3850.3,4801.7
SACLA | LEGUMES | NAPOLITAIN | DOY_PAC | NON_BIO,1,1.0,0,3839.5,2315.0000000000005
BARILLA | PESTO | PEST_NOIX_RICO | POT | NON_BIO,2,2.0,0,3788.3,3924.400000000001
AUT_MQ | SCE_CLAS | ALGUES_NORI_&_CEPES_&_MORILLES | POT | NON_BIO,1,1.0,0,3666.9,4464.3
SACLA | CREME | 4FROMAGES | POT | NON_BIO,1,1.0,0,3649.1,23229.3
AUT_MQ | SCE_CLAS | TIKKA_MASALA | POT | NON_BIO,1,1.0,0,3629.7,0.0
AUT_MQ | BIO | RICOTTA | POT | BIO,1,1.0,0,3629.400000000001,0.0
AUT_MQ | BIO | LEG_GRILLE | POT | BIO,1,1.0,0,3540.4999999999995,0.0
AUT_MQ | BIO | PEPERONI | POT | BIO,1,1.0,0,3536.6,0.0
POLLI | PESTO | PEST_SICIL | POT | NON_BIO,1,1.0,0,3536.3,6601.6
POLLI | LEGUMES | ARRABIATA | POT | NON_BIO,1,1.0,0,3431.4000000000005,6694.600000000001
CASERTA | LEGUMES | NAPOLITAIN | POT | NON_BIO,1,1.0,0,3394.0000000000005,3056.2
AUT_MQ | BOLO_ORIGINALE | RAGU_BOLOGNESE | POT | NON_BIO,1,1.0,0,3380.9999999999995,4208.7
PANZANI | CREME | PIZZA | POT | NON_BIO,1,1.0,0,3372.1000000000013,26204.700000000004
BARILLA | AUT_VIANDE | AMATRICIAN | POT | NON_BIO,1,1.0,0,3305.5,2704.7
AUT_MQ | LEGUMES | PUTTANESCA | POT | NON_BIO,5,3.0,2,3293.7,7458.900000000001
AUT_MQ | SCE_CLAS | PESTO_ROSSO_PIMENTE | POT | NON_BIO,1,1.0,0,3271.7,3783.1
AUT_MQ | LEGUMES | SALS_MEXI_CASERA | POT | NON_BIO,1,1.0,0,3266.7,10567.3
AUT_MQ | BOLO_CLASSIQUE | ITALIEN | POT | NON_BIO,2,1.0,1,3121.5000000000005,2956.300000000001
AUT_MQ | SCE_CLAS | LEGUMES_DU_SOLEIL | DOSE | NON_BIO,1,1.0,0,2966.200000000001,3327.8
AUT_MQ | BIO | NATURE | POT | BIO,1,1.0,0,2803.9000000000005,1107.3000000000004
LE_CABANON | LEGUMES | OLIVE | POT | NON_BIO,1,1.0,0,2672.0,4776.000000000001
SACLA | LEGUMES | ARRABIATA | DOY_PAC | NON_BIO,1,1.0,0,2625.4,1765.1
AUT_MQ | LEGUMES | SALSA_TAQUERA | POT | NON_BIO,1,1.0,0,2594.8,15824.0
AUT_MQ | LEGUMES | NATURE | BRIC | NON_BIO,1,1.0,0,2543.7,0.0
DE_CECCO | PESTO | PESTO_VERD | POT | NON_BIO,1,1.0,0,2486.3,1493.2000000000005
AUT_MQ | SCE_CLAS | CURRY_INDIENNE_CURRY_DOUX | POT | NON_BIO,1,0.0,1,2471.8,0.0
AUT_MQ | BIO | SEITAN | POT | BIO,1,1.0,0,2424.4,0.0
BARILLA | LEGUMES | NATURE | POT | NON_BIO,1,1.0,0,2406.3,2263.5000000000005
POLLI | LEGUMES | OLIVE | POT | NON_BIO,2,1.0,1,2362.0,3219.7000000000003
BARILLA | LEGUMES | PUTTANESCA | POT | NON_BIO,1,1.0,0,2353.2,1683.1999999999994
AUT_MQ | PESTO | PESTO_VERD | TUB | NON_BIO,1,1.0,0,2338.2,6267.300000000001
AUT_MQ | CREME | CREMOLIVA | POT | NON_BIO,1,1.0,0,2281.6,10767.2
AUT_MQ | SCE_CLAS | POMODORINO_CILIEGINO_&_PEPERON | POT | NON_BIO,1,1.0,0,2273.7000000000007,12024.4
AUT_MQ | LEGUMES | PARMESAN | POT | NON_BIO,2,2.0,0,2268.9,7307.600000000002
AUT_MQ | BOLO_ORIGINALE | BOLOGNESE_SOJA | POT | NON_BIO,1,1.0,0,2250.2,6265.999999999999
LOUIS_MARTIN | BIO | PROVENCALE | POT | BIO,1,1.0,0,2234.8,2045.5
AUT_MQ | SCE_CLAS | CEPE | POT | NON_BIO,1,0.0,1,2221.7000000000007,0.0
ZAPETTI_BUITONI | BOLO_ORIGINALE | BOLOGNAISE_FONDUE_D'ECHALOTES | POT | NON_BIO,4,3.0,1,2201.4,60958.3
AUT_MQ | AUTRE_GAMME | CLOVISSE | POT | NON_BIO,1,1.0,0,2088.8,1734.3000000000006
SACLA | LEGUMES | AIL_ROTI | DOY_PAC | NON_BIO,1,1.0,0,2052.600000000001,1387.3
SACLA | CREME | CARBONARA_ITALIANA | POT | NON_BIO,1,1.0,0,2017.8,13468.4
LOUIS_MARTIN | BIO | BASILIC | POT | BIO,1,1.0,0,2014.9,1969.1
AUT_MQ | AUTRE_GAMME | ENCRE_SEIC | POT | NON_BIO,2,0.0,2,2008.6,2241.4
CASERTA | LEGUMES | BRUSCHETTA | POT | NON_BIO,1,1.0,0,2002.1,1356.9
AUT_MQ | SCE_POISSON | THON | POT | NON_BIO,2,2.0,0,1877.7000000000005,1740.2999999999995
AUT_MQ | LEGUMES | TOMATE_CERISE_CILIEGINE | POT | NON_BIO,1,1.0,0,1874.5,12165.5
AUT_MQ | PESTO | PISTOU_ROUGE | POT | NON_BIO,1,1.0,0,1851.5,5264.0999999999985
BARILLA | BOLO_CLASSIQUE | RAGU_CONTADINO_CON_VINO_ROSSO | POT | NON_BIO,1,1.0,0,1810.8,2271.5
AUT_MQ | SCE_CLAS | VIANDE_DE_BOEUF_DE_RACE_PODOLI | POT | NON_BIO,1,1.0,0,1805.4,2902.8
AUT_MQ | SCE_CLAS | TIKKA_MASALA | POT | BIO,1,1.0,0,1689.7999999999995,0.0
AUT_MQ | SCE_CLAS | GESIERS | POT | NON_BIO,1,1.0,0,1689.7000000000005,1515.5
CASERTA | LEGUMES | PRIMAVERA | POT | NON_BIO,1,1.0,0,1473.4,1434.5
AUT_MQ | PESTO | PESTO_MENTHE | POT | NON_BIO,1,1.0,0,1462.2,4620.1
AUT_MQ | SCE_CLAS | CHAMP_TRUF | POT | NON_BIO,1,1.0,0,1456.7,4478.9
LOUIS_MARTIN | BIO | BOLOGNAISE | POT | BIO,1,1.0,0,1429.1,1700.8
AUT_MQ | AUT_VIANDE | PEPPERONI | POT | NON_BIO,1,1.0,0,1389.6,10771.100000000002
MUTTI | LEGUMES | DATTERINI | POT | NON_BIO,2,2.0,0,1365.2999999999995,29922.30000000001
AUT_MQ | BIO | BASILIC | BRIC | BIO,1,1.0,0,1334.4,0.0
BARILLA | SCE_POISSON | THON | POT | NON_BIO,1,1.0,0,1333.9999999999998,1178.1
AUT_MQ | BIO | PIMENT | POT | BIO,1,1.0,0,1326.6,8908.2
AUT_MQ | LEGUMES | OLIV_CAPRE | POT | NON_BIO,1,1.0,0,1236.6,1203.5
AUT_MQ | SCE_CLAS | MOUSSELINE | DOSE | NON_BIO,1,1.0,0,1105.9,137.9
AUT_MQ | BIO | PIGNONS_DE_PAIN | POT | BIO,1,1.0,0,1094.2,9428.8
SACLA | LEGUMES | POTI_PARME | POT | NON_BIO,1,1.0,0,1061.6,3491.1
AUT_MQ | SCE_CLAS | AJVAR_AUX_TOMATES_&_EPICES | POT | NON_BIO,1,1.0,0,1012.8,2997.3
SACLA | LEGUMES | TOMATES_CERISES_&_BASILIC | POT | NON_BIO,2,2.0,0,1001.5,21473.1
AUT_MQ | BIO | LEGUMES_A_LA_SICILIENNE | POT | BIO,1,1.0,0,930.8,12958.3
LE_CABANON | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,2,2.0,0,919.6,6187.799999999998
AUT_MQ | SCE_CLAS | OLIVETTE | POT | NON_BIO,1,1.0,0,913.2,1151.2999999999995
AUT_MQ | SCE_CLAS | TERIYAKI_MARINADE | POT | NON_BIO,2,2.0,0,879.3,4455.0
AUT_MQ | AUTRE_GAMME | PIQUANTE_CALABRESE | POT | NON_BIO,1,0.0,1,833.9000000000003,802.4000000000003
PANZANI | PESTO | PESTO_VERD | DOY_PAC | NON_BIO,1,1.0,0,830.5,1164.7
AUT_MQ | SCE_CLAS | PESTO_VERDE_ALLA_GENOVESE | POT | NON_BIO,1,1.0,0,827.6,539.1
AUT_MQ | SCE_CLAS | PESTO_ROUGE_DANS_HUILE_DE_TOUR | POT | NON_BIO,1,1.0,0,818.6999999999997,1941.6
SACLA | PESTO | PEST_ARTIC | POT | NON_BIO,1,1.0,0,792.5,4358.299999999998
LUCIEN_GEORGELIN | LEGUMES | POIV_AUBER | POT | NON_BIO,2,1.0,1,781.6,30273.30000000001
AUT_MQ | LEGUMES | SAUCE_CARI | POT | NON_BIO,1,0.0,1,769.7,2383.100000000001
DE_CECCO | LEGUMES | HUILE_D'OLIVE_VIERGE_EXTRA | POT | NON_BIO,1,1.0,0,751.0000000000001,590.7
PANZANI | PESTO | PESTO_VERD | FLA_PLAS | NON_BIO,1,1.0,0,712.6999999999997,102389.6
AUT_MQ | SCE_CLAS | MADRAS_SAUCE_CURRY_EPICEE_AUX | POT | NON_BIO,1,1.0,0,698.6999999999997,2755.4
LOUIS_MARTIN | LEGUMES | TOM_OLIVE | POT | NON_BIO,1,1.0,0,692.4999999999999,415.2
AUT_MQ | LEGUMES | BOLET_CEPE | POT | NON_BIO,1,1.0,0,682.2,1770.6
POLLI | LEGUMES | ARTICHAUT | POT | NON_BIO,1,1.0,0,659.9,1161.2
AUT_MQ | LEGUMES | CURRY | POT | NON_BIO,1,0.0,1,605.4,657.6999999999998
LUCIEN_GEORGELIN | LEGUMES | AIL_&_PIMENT_D'ESPELETTE | POT | NON_BIO,2,1.0,1,572.2,70809.90000000001
PANZANI | A_CUISINER | PLT_BASQUAISE | POT | NON_BIO,1,1.0,0,564.8000000000002,14538.5
AUT_MQ | SCE_CLAS | CREMEE_AUX_MORILLES | DOY_PAC | NON_BIO,1,1.0,0,513.0,12144.7
DE_CECCO | BOLO_CLASSIQUE | BOLOGNESE | POT | NON_BIO,1,1.0,0,512.8,699.4
LOUIS_MARTIN | LEGUMES | TOMATE_CUI | BTE_FER | NON_BIO,1,1.0,0,505.7,507.10000000000014
DE_CECCO | LEGUMES | OLIVE | POT | NON_BIO,1,1.0,0,475.80000000000007,485.2
POLLI | PESTO | PESTO_ALLA_CALABRESE | POT | NON_BIO,1,1.0,0,464.5,2188.4
POLLI | LEGUMES | TOM_SECHE | POT | NON_BIO,1,1.0,0,374.3,762.8
SACLA | LEGUMES | TOM_CERISE_ORIGAN | POT | NON_BIO,2,2.0,0,355.5,2267.3999999999996
POLLI | LEGUMES | POIVRON | POT | NON_BIO,1,1.0,0,354.5,1017.6
PANZANI | LEGUMES | ARRABIATA | POT | NON_BIO,2,1.0,1,352.3,43948.5
AUT_MQ | LEGUMES | MIEL_&_AUX_PIGNONS | POT | NON_BIO,1,1.0,0,337.9000000000001,1455.1
ZAPETTI_BUITONI | LEGUMES | POULET_ROTI_EN_MARMITE_AUX_HER | POT | NON_BIO,1,1.0,0,330.6,29474.4
LOUIS_MARTIN | LEGUMES | CHAMPIGNON | POT | NON_BIO,1,0.0,1,290.8,483.70000000000016
LOUIS_MARTIN | LEGUMES | NAPOLITAIN | POT | NON_BIO,1,1.0,0,284.9000000000001,320.7999999999999
LE_CABANON | LEGUMES | PROVENCALE | POT | NON_BIO,3,2.0,1,265.8,1685.9999999999995
LOUIS_MARTIN | BOLO_CLASSIQUE | ITALIEN | BTE_FER | NON_BIO,1,0.0,1,257.1,168.5
AUT_MQ | LEGUMES | SPAGHETTI | POT | NON_BIO,1,0.0,1,250.9,183.2
AUT_MQ | SCE_CLAS | AJVAR_VERT | POT | NON_BIO,1,1.0,0,250.3,4340.3
AUT_MQ | SCE_CLAS | ASSORT | POT | NON_BIO,3,1.0,2,237.7,13962.4
AUT_MQ | BIO | COURGETTE | POT | BIO,1,1.0,0,235.9,205.8
PANZANI | LEGUMES | BASILIC_CISELE | POT | NON_BIO,1,0.0,1,225.1,34634.1
SACLA | LEGUMES | CAVIAR_TOM_AMANDE | POT | NON_BIO,1,1.0,0,220.4,18849.2
DE_CECCO | LEGUMES | VERDURE | POT | NON_BIO,1,0.0,1,211.1,148.4
BARILLA | PESTO | PESTO_RUSTICO_AUBERGINE_AUX_HE | POT | NON_BIO,1,1.0,0,200.6,11806.5
BARILLA | PESTO | PESTO_VERD | DOY_PAC | NON_BIO,1,1.0,0,199.6,111.0
AUT_MQ | PESTO | OLIVES_FACON_PESTO_VERT | POT | NON_BIO,1,1.0,0,191.3,36430.9
VICTORIA | LEGUMES | NAPOLITAIN | POT | NON_BIO,1,0.0,1,178.7,819.5
AUT_MQ | PESTO | OLIVES_FACON_PESTO_ROSSO | POT | NON_BIO,1,1.0,0,176.3,34341.700000000004
AUT_MQ | BIO | CEPES | POT | BIO,1,1.0,0,169.60000000000005,161.6
BARILLA | LEGUMES | PIZZA | POT | NON_BIO,2,1.0,1,167.29999999999995,18.1
AUT_MQ | AUT_VIANDE | SAUCISSE | BTE_FER | NON_BIO,1,1.0,0,165.0,0.0
AUT_MQ | LEGUMES | LANGUEDOC | POT | NON_BIO,1,0.0,1,163.99999999999997,357.2
AUT_MQ | LEGUMES | CITRON_CONFIT_&_OLIVES | POT | NON_BIO,1,1.0,0,150.6,48287.6
AUT_MQ | PESTO | PEST_BASIL_PARM | POT | NON_BIO,1,1.0,0,148.0,656.5
PANZANI | CREME | LASAGNES | POT | NON_BIO,1,1.0,0,147.9,5683.3
MUTTI | LEGUMES | LEGUME | TUB | NON_BIO,1,1.0,0,147.59999999999997,225.7
AUT_MQ | SCE_CLAS | CURRY_&_A_L'AIL_POUR_WOK | POT | NON_BIO,1,1.0,0,139.3,291.4
SACLA | AUTRE_GAMME | RADICCHIO_&_NOIX | POT | NON_BIO,1,1.0,0,135.0,4842.4000000000015
ZAPETTI_BUITONI | LEGUMES | PIQUANTE | BTE_FER | NON_BIO,3,1.0,2,117.10000000000001,2462.0
MUTTI | LEGUMES | PIMENT | POT | NON_BIO,1,1.0,0,115.4,116.8
AUT_MQ | LEGUMES | HOT_MISTRAL | POT | NON_BIO,1,1.0,0,112.9,130.1
BARILLA | BOLO_ORIGINALE | BOLOGNESE_VERDURE_MEDITERRANEE | POT | NON_BIO,1,1.0,0,110.1,2958.2
MUTTI | LEGUMES | LEG_GRILLE | POT | NON_BIO,1,1.0,0,108.3,159.10000000000005
AUT_MQ | LEGUMES | GINGER_TONIC | POT | NON_BIO,1,0.0,1,107.2,71.5
AUT_MQ | LEGUMES | PROVENCALE | BTE_FER | NON_BIO,1,0.0,1,107.0,660.5
AUT_MQ | LEGUMES | BRASERO | POT | NON_BIO,1,0.0,1,102.1,51.7
AUT_MQ | LEGUMES | RIVIERA | POT | NON_BIO,1,0.0,1,90.6,97.10000000000002
AUT_MQ | SCE_CLAS | BECHAMEL_HERBES_&_EPICES | POT | NON_BIO,1,1.0,0,89.5,1255.6999999999996
ZAPETTI_BUITONI | EXOTIQUE | INDIENNE_CURRY_&_CORIANDRE | POT | NON_BIO,1,1.0,0,88.9,4518.499999999999
AUT_MQ | LEGUMES | OLIVES_PROVENCALE | POT | NON_BIO,1,1.0,0,86.1,54351.40000000001
AUT_MQ | SCE_CLAS | BEURRE_BLANC_&_CITRON_CONFIT | DOY_PAC | NON_BIO,1,0.0,1,81.7,2292.2
BUITONI | BOLO_CLASSIQUE | ITALIEN | BTE_FER | NON_BIO,2,0.0,2,80.4,28.8
PANZANI | LEGUMES | PROVENCALE | TUB | NON_BIO,1,1.0,0,78.80000000000003,1548.8000000000006
PANZANI | LEGUMES | TOMATES_BASILIC_FROMAGES_ITALIENS | POT | NON_BIO,1,1.0,0,70.30000000000001,1166.0
AUT_MQ | SCE_CLAS | THAI_STEAK | POT | NON_BIO,1,1.0,0,68.1,59.0
SACLA | AUTRE_GAMME | OIGNONS_BORETTANE_&_PISTACHES | POT | NON_BIO,1,1.0,0,65.8,1068.8
AUT_MQ | LEGUMES | PIMENT_D'ESPELETTE | POT | NON_BIO,1,0.0,1,64.9,301.6
AUT_MQ | BIO | PUTTANESCA | POT | BIO,1,1.0,0,62.2,125.2
MUTTI | LEGUMES | OLIVE | POT | NON_BIO,1,1.0,0,60.0,65.9
AUT_MQ | LEGUMES | AIL_ROTI | POT | NON_BIO,1,1.0,0,58.5,3410.6000000000013
PANZANI | CREME | PROVENCALE | POT | NON_BIO,1,1.0,0,57.8,4519.7
PANZANI | LEGUMES | OLIVE | POT | NON_BIO,1,1.0,0,55.5,5947.299999999997
AUT_MQ | SCE_CLAS | PIMENT_DOUX_&_AIL | SAC | NON_BIO,1,1.0,0,55.4,2737.8
SACLA | LEGUMES | TOMATES_CERISES_PARMESAN | POT | NON_BIO,2,2.0,0,52.40000000000001,22009.6
JARDIN_BIO | BIO | BASILIC_&_PARMESAN | POT | BIO,1,1.0,0,46.6,465.4
AUT_MQ | LEGUMES | 2_TOMATES | POT | NON_BIO,1,1.0,0,39.2,395.8
AUT_MQ | LEGUMES | CHAMP_PORCI | POT | NON_BIO,1,0.0,1,35.59999999999999,42.6
AUT_MQ | LEGUMES | OLIVES_MEDITERRANEENNE | POT | NON_BIO,1,1.0,0,35.59999999999999,17219.0
AUT_MQ | SCE_CLAS | CITRON_VERT_PIMENT_DOUX | AUT_EMB | NON_BIO,1,0.0,1,35.1,1563.3000000000006
AUT_MQ | SCE_CLAS | VIERGE_A_LA_PROVENCALE | POT | NON_BIO,1,1.0,0,34.8,624.1
AUT_MQ | PESTO | PESTO_RGE | TUB | NON_BIO,1,0.0,1,34.7,502.20000000000016
AUT_MQ | LEGUMES | TOMATE_CUSINEE_A_L'ANCIENNE | POT | NON_BIO,1,1.0,0,31.4,179.3
ZAPETTI_BUITONI | LEGUMES | FROMAGE | POT | NON_BIO,2,1.0,1,31.3,2318.4
FLORELLI | BIO | ARRABIATA | POT | BIO,1,1.0,0,28.4,206.7
AUT_MQ | SCE_CLAS | BECHAMEL_CHAMPIGNONS_&_PARMESA | POT | NON_BIO,1,0.0,1,25.3,587.6
SACLA | LEGUMES | ASP_VRTE | POT | NON_BIO,1,1.0,0,24.8,765.5
LUCIEN_GEORGELIN | LEGUMES | CAPRE | POT | NON_BIO,1,1.0,0,22.8,1597.5
SACLA | LEGUMES | TOM_CERISE_ROM | POT | NON_BIO,2,2.0,0,20.6,519.0
PANZANI | CREME | CAMPAGNARD | POT | NON_BIO,1,1.0,0,19.7,334.8
BUITONI | LEGUMES | NATURE | BTE_FER | NON_BIO,2,0.0,2,16.7,7.199999999999999
PANZANI | BOLO_BALLS | KNACKS | POT | NON_BIO,1,1.0,0,16.1,77.7
MUTTI | LEGUMES | BASILIC | POT | NON_BIO,1,1.0,0,15.7,181.6
AUT_MQ | SCE_CLAS | COCOCRAZY_KORMA_PASTE | POT | NON_BIO,1,1.0,0,14.7,2575.5
PANZANI | LEGUMES | 6LEGUMES | POT | NON_BIO,1,1.0,0,12.8,13238.8
PANZANI | A_CUISINER | PLT_CREME_CHAMP | POT | NON_BIO,1,1.0,0,11.9,1342.8000000000004
POLLI | A_CUISINER | RISOTTO_TOM_PARM | POT | NON_BIO,1,1.0,0,11.2,261.9
PANZANI | PESTO | RICOTTA | POT | NON_BIO,1,1.0,0,10.9,286.3
BARILLA | BOLO_ORIGINALE | BOLOGNESE_CHAMPIGNONS_&_CEPES | POT | NON_BIO,1,1.0,0,10.2,1214.3
AUT_MQ | AUTRE_GAMME | GIROLLE_V_NOIX | BTE_FER | NON_BIO,1,0.0,1,10.0,74.60000000000002
ZAPETTI_BUITONI | BOLO_CLASSIQUE | BOLOGNAISE_AU_BOEUF_RISSOLE | POT | NON_BIO,1,0.0,1,9.6,1004.6
AUT_MQ | SCE_CLAS | POIVRE_NOIR_WOK | POT | NON_BIO,1,1.0,0,8.3,240.7
AUT_MQ | BOLO_ORIGINALE | BOLOG_BASI | POT | NON_BIO,1,1.0,0,7.5,0.0
JARDIN_BIO | BIO | OIGNONS_&_LARDONS | POT | BIO,2,1.0,1,7.5,664.3
ZAPETTI_BUITONI | LEGUMES | CALIENTE_ARRABBIATA_&_PIMENT_& | POT | NON_BIO,1,1.0,0,7.5,750.9000000000003
PANZANI | BOLO_BALLS | POULET | POT | NON_BIO,2,2.0,0,6.8000000000000025,37.0
JARDIN_BIO | BIO | PEST_TOM_PARM | POT | BIO,1,1.0,0,6.7,157.2
FLORELLI | LEGUMES | CAPRE_OLIV | POT | NON_BIO,1,1.0,0,6.5,147.4
SACLA | LEGUMES | TOM_CERISE_SESAME | POT | NON_BIO,1,1.0,0,6.0,18.1
BJORG | BIO | CHAMPIGNON | POT | BIO,1,1.0,0,5.9,1042.7
AUT_MQ | AUT_VIANDE | PANCETTA_FUMEE | POT | NON_BIO,1,1.0,0,5.9,661.5
SACLA | PESTO | PESTO_VEGETARIEN | POT | NON_BIO,1,1.0,0,5.6,147347.8
ZAPETTI_BUITONI | LEGUMES | GRECQUE_COMPOTEE_D'AUBERGINES | POT | NON_BIO,1,1.0,0,5.2,717.5
FLORELLI | LEGUMES | POIV_RG | POT | NON_BIO,1,1.0,0,4.0,102.1
PANZANI | BOLO_ORIGINALE | AMERICAN_BOLOGNAISE | POT | NON_BIO,1,1.0,0,4.0,0.0
AUT_MQ | SCE_CLAS | ALGUES | DOY_PAC | BIO,1,0.0,1,3.6,2387.5
PANZANI | LEGUMES | LEGUMES | FLA_PLAS | NON_BIO,1,1.0,0,3.5,5.5
BJORG | BIO | CURRY | POT | BIO,1,1.0,0,3.4,1175.9
AUT_MQ | LEGUMES | MELANZANE | POT | NON_BIO,1,0.0,1,3.1,14.5
ZAPETTI_BUITONI | LEGUMES | OLIVES_CHAMPIGNONS_A_L'ORIGAN | POT | NON_BIO,1,1.0,0,2.8,9.3
AUT_MQ | LEGUMES | TOM_OIGNON | POT | NON_BIO,1,0.0,1,2.5,30.0
LOUIS_MARTIN | PESTO | PESTO_RGE | POT | NON_BIO,1,1.0,0,2.5,67.80000000000001
AUT_MQ | LEGUMES | DATTERINI | POT | NON_BIO,1,1.0,0,2.1,21109.2
AUT_MQ | LEGUMES | BASILIC | DOY_PAC | NON_BIO,1,0.0,1,1.9,17.9
PANZANI | LEGUMES | TOMATES_CUISINEES_EMMENTAL | POT | NON_BIO,1,1.0,0,1.8,206.3
AUT_MQ | LEGUMES | ROUGAIL | POT | NON_BIO,3,2.0,1,1.4,3447.6
ZAPETTI_BUITONI | BOLO_CLASSIQUE | BOLOGNAISE | BRIC | NON_BIO,1,1.0,0,1.1,2890.5
ZAPETTI_BUITONI | BOLO_CLASSIQUE | BOLOGNAISE_BOEUF_RISSOLE | POT | NON_BIO,1,0.0,1,0.0,0.0
ZAPETTI_BUITONI | LEGUMES | PROVENCALE | POT | NON_BIO,4,1.0,3,0.0,21.6
ZAPETTI_BUITONI | LEGUMES | NATURE | TUB | NON_BIO,1,1.0,0,0.0,0.8
ZAPETTI_BUITONI | LEGUMES | NATURE | POT | NON_BIO,2,1.0,1,0.0,0.0
ZAPETTI_BUITONI | BIO | PT_LEGUME | POT | BIO,1,1.0,0,0.0,0.0
SACLA | LEGUMES | TOMATES_BASILIC | POT | NON_BIO,1,0.0,1,0.0,2.3
ZAPETTI_BUITONI | LEGUMES | CURRY_A_LA_CORIANDRE | POT | NON_BIO,1,1.0,0,0.0,18.7
ZAPETTI_BUITONI | BOLO_ORIGINALE | BOLO_TEX_MEX | POT | NON_BIO,1,0.0,1,0.0,0.0
ZAPETTI_BUITONI | LEGUMES | CHAMPIGNONS_&_MASCARPONE | POT | NON_BIO,2,1.0,1,0.0,941.9
SACLA | LEGUMES | TOM_CERISE_MENTHE | POT | NON_BIO,1,1.0,0,0.0,2.3
SOLEILLANS | LEGUMES | SPAGHETTI | DOY_PAC | NON_BIO,1,1.0,0,0.0,4.5
ZAPETTI_BUITONI | LEGUMES | BASILIC | POT | NON_BIO,4,1.0,3,0.0,4.300000000000002
ZAPETTI_BUITONI | LEGUMES | HERB_PROV | POT | NON_BIO,1,0.0,1,0.0,0.0
SACLA | LEGUMES | TOM_C_PARM | POT | NON_BIO,1,0.0,1,0.0,0.0
ZAPETTI_BUITONI | LEGUMES | PROVENC_LANGUE | POT | NON_BIO,1,0.0,1,0.0,0.0
SACLA | LEGUMES | POIV_ANANAS | POT | NON_BIO,1,1.0,0,0.0,3.3
VICTORIA | BOLO_CLASSIQUE | BOLOGNAISE | POT | NON_BIO,1,0.0,1,0.0,6.8
ZAPETTI_BUITONI | LEGUMES | AIL_OIGNON | BRIC | NON_BIO,5,1.0,4,0.0,105.9
AUT_MQ | AUTRE_GAMME | CALABRAIS | FLA_PLAS | NON_BIO,1,0.0,1,0.0,0.0
SACLA | BIO | PIQUANTE_TOMATES_&_POIVRONS_& | POT | BIO,1,1.0,0,0.0,0.0
AUT_MQ | LEGUMES | TOMATE_CUI | BTE_FER | NON_BIO,1,0.0,1,0.0,29.2
AUT_MQ | SCE_CLAS | ALGUES_AU_SEL_DE_GUERANDE | DOY_PAC | BIO,1,0.0,1,0.0,662.4000000000002
AUT_MQ | SCE_CLAS | ARMORICAINE | DOY_PAC | NON_BIO,1,1.0,0,0.0,1.2
AUT_MQ | SCE_CLAS | CHAMPIGNONS_&_OLIVES | POT | NON_BIO,1,1.0,0,0.0,1916.8
AUT_MQ | SCE_CLAS | CREMEE_AU_FOIE_GRAS | DOY_PAC | NON_BIO,1,0.0,1,0.0,4.5
AUT_MQ | SCE_CLAS | JAUNTY_JALFREZI_PASTE | POT | NON_BIO,1,0.0,1,0.0,5.0
AUT_MQ | SCE_CLAS | KASHMIRI_MILD_KORMA | POT | NON_BIO,1,0.0,1,0.0,0.0
AUT_MQ | SCE_CLAS | MANGUE_CURCUMA_&_CURRY | POT | BIO,1,1.0,0,0.0,6044.5999999999985
AUT_MQ | SCE_CLAS | MELANGE_5_BAIES | DOY_PAC | NON_BIO,1,0.0,1,0.0,12.1
AUT_MQ | SCE_CLAS | NAPOLITAIN | POT | NON_BIO,1,0.0,1,0.0,4.3
AUT_MQ | SCE_CLAS | ONCTUEUSE_AU_RIZ | POT | BIO,1,0.0,1,0.0,0.0
AUT_MQ | SCE_CLAS | PIZZA | POT | NON_BIO,1,0.0,1,0.0,0.0
AUT_MQ | SCE_CLAS | TANTALIZING_TIKKA_PASTE | POT | NON_BIO,1,1.0,0,0.0,2266.600000000001
AUT_MQ | SCE_CLAS | TARTINABLE_PIQUANTE_DE_LEGUMES | POT | NON_BIO,1,1.0,0,0.0,0.0
AUT_MQ | SCE_CLAS | YUZU | AUT_EMB | NON_BIO,1,0.0,1,0.0,1010.2
AUT_MQ | SCE_POISSON | ANCHOIS | POT | NON_BIO,1,0.0,1,0.0,16.700000000000006
AUT_MQ | SCE_POISSON | CLOVISSE | POT | NON_BIO,1,0.0,1,0.0,38.9
AUT_MQ | SCE_POISSON | MOULE | POT | NON_BIO,1,0.0,1,0.0,17.6
AUT_MQ | SCE_CLAS | AGLIO_&_OLIO_&_PEPERONCINO_CAL | POT | NON_BIO,1,0.0,1,0.0,0.0
